,id,pocket
54,7B2S.pdb,
55,3TDU.pdb,
56,3EY6.pdb,
57,3K2O.pdb,pocket1_atm.pdb
58,1J5P.pdb,pocket6_atm.pdb
59,5T5I.pdb,pocket1_atm.pdb
60,7DVP.pdb,
61,1ZYS.pdb,pocket1_atm.pdb
62,6BOR.pdb,
63,4N3W.pdb,pocket3_atm.pdb
64,4RLJ.pdb,pocket1_atm.pdb
65,7R4B.pdb,
66,3UC3.pdb,
67,6PR0.pdb,pocket57_atm.pdb
68,6I42.pdb,
69,7THN.pdb,pocket7_atm.pdb
70,5VR8.pdb,pocket8_atm.pdb
71,6HX0.pdb,
72,4RG3.pdb,pocket1_atm.pdb
73,8K6G.pdb,pocket12_atm.pdb
74,3JTI.pdb,
75,5H34.pdb,
76,7KUG.pdb,pocket26_atm.pdb
77,4J46.pdb,
78,5F6L.pdb,pocket7_atm.pdb
79,2RBC.pdb,
80,6QLH.pdb,
81,7UR2.pdb,pocket113_atm.pdb
82,4HSB.pdb,pocket2_atm.pdb
83,5EXE.pdb,pocket1_atm.pdb
84,6A0E.pdb,pocket34_atm.pdb
85,7R2U.pdb,pocket1_atm.pdb
86,6ZT3.pdb,pocket1_atm.pdb
87,2Z2N.pdb,
88,1UVJ.pdb,
89,5TRD.pdb,pocket3_atm.pdb
90,1K8W.pdb,
91,1TQG.pdb,
92,7NDJ.pdb,
93,7VBO.pdb,pocket6_atm.pdb
94,1J1U.pdb,pocket1_atm.pdb
95,3NVT.pdb,
96,6C30.pdb,pocket2_atm.pdb
97,6M61.pdb,pocket1_atm.pdb
98,5BS2.pdb,
99,2PB7.pdb,
100,4BT9.pdb,
101,3WY8.pdb,
102,6W80.pdb,pocket1_atm.pdb
103,3BUW.pdb,pocket41_atm.pdb
104,2YQZ.pdb,pocket1_atm.pdb
105,3NWO.pdb,pocket8_atm.pdb
106,4G7L.pdb,pocket7_atm.pdb
107,6N67.pdb,
108,7KQ6.pdb,pocket2_atm.pdb
109,3D44.pdb,pocket22_atm.pdb
110,6O33.pdb,pocket5_atm.pdb
111,3VK6.pdb,
112,5GTF.pdb,pocket24_atm.pdb
113,4FAK.pdb,pocket1_atm.pdb
114,5YSI.pdb,pocket1_atm.pdb
115,1QWR.pdb,pocket1_atm.pdb
116,3LNZ.pdb,
117,7F28.pdb,
118,6KZ9.pdb,
119,6QTU.pdb,pocket1_atm.pdb
120,4PO6.pdb,pocket22_atm.pdb
121,5HUB.pdb,
122,5EQD.pdb,pocket3_atm.pdb
123,1IHJ.pdb,
124,6DU4.pdb,pocket19_atm.pdb
125,4U3V.pdb,
126,3FR7.pdb,
127,2XZU.pdb,pocket21_atm.pdb
128,3V9E.pdb,pocket1_atm.pdb
129,1GO3.pdb,
130,6FL1.pdb,pocket17_atm.pdb
131,4LV5.pdb,pocket1_atm.pdb
132,3M6Y.pdb,pocket39_atm.pdb
133,6NHZ.pdb,pocket1_atm.pdb
134,5CSR.pdb,pocket2_atm.pdb
135,7MOD.pdb,
136,2BQZ.pdb,pocket1_atm.pdb
137,1KOL.pdb,pocket3_atm.pdb
138,5Z0D.pdb,pocket4_atm.pdb
139,3ZVY.pdb,
140,8EWU.pdb,pocket1_atm.pdb
141,3I2O.pdb,pocket1_atm.pdb
142,6NJ0.pdb,pocket2_atm.pdb
143,2H7G.pdb,
144,3AAF.pdb,
145,4X3I.pdb,pocket3_atm.pdb
146,1G5T.pdb,pocket1_atm.pdb
147,2NLO.pdb,pocket1_atm.pdb
148,4HOW.pdb,pocket23_atm.pdb
149,3IDV.pdb,
150,4U5Y.pdb,pocket1_atm.pdb
151,3UC1.pdb,pocket5_atm.pdb
152,4UD7.pdb,pocket16_atm.pdb
153,5T8K.pdb,pocket5_atm.pdb
154,6NID.pdb,
155,3GI0.pdb,pocket1_atm.pdb
156,5NPK.pdb,pocket16_atm.pdb
157,2NX9.pdb,
158,5E4R.pdb,pocket1_atm.pdb
159,5K87.pdb,pocket21_atm.pdb
160,6Q32.pdb,pocket1_atm.pdb
161,4LGT.pdb,pocket30_atm.pdb
162,7JK7.pdb,
163,1V4P.pdb,
164,2X55.pdb,
165,5TDA.pdb,
166,3I28.pdb,pocket1_atm.pdb
167,4P3C.pdb,pocket2_atm.pdb
168,4MSP.pdb,pocket1_atm.pdb
169,5SWK.pdb,pocket1_atm.pdb
170,3O1M.pdb,pocket2_atm.pdb
171,6IZH.pdb,
172,4J9C.pdb,
173,4QFH.pdb,pocket11_atm.pdb
174,7BZ0.pdb,pocket1_atm.pdb
175,6EQ2.pdb,pocket1_atm.pdb
176,3HW8.pdb,
177,2JFP.pdb,pocket5_atm.pdb
178,2IST.pdb,pocket2_atm.pdb
179,5DGB.pdb,pocket1_atm.pdb
180,5UY9.pdb,pocket2_atm.pdb
181,3SAU.pdb,pocket11_atm.pdb
182,4BQK.pdb,pocket1_atm.pdb
183,8B75.pdb,pocket1_atm.pdb
184,4DOI.pdb,pocket30_atm.pdb
185,4GED.pdb,pocket6_atm.pdb
186,1HZT.pdb,
187,2YJG.pdb,
188,4AI4.pdb,
189,1XR9.pdb,pocket2_atm.pdb
190,5M45.pdb,pocket4_atm.pdb
191,3BO6.pdb,
192,3DO8.pdb,
193,3B1B.pdb,pocket1_atm.pdb
194,3U5N.pdb,pocket11_atm.pdb
195,6MYD.pdb,
196,2PV1.pdb,
197,7UXM.pdb,pocket3_atm.pdb
198,4ODM.pdb,pocket8_atm.pdb
199,5CQX.pdb,
200,7SMK.pdb,
201,4WYW.pdb,pocket2_atm.pdb
202,2ZON.pdb,pocket32_atm.pdb
203,3IWY.pdb,pocket10_atm.pdb
204,4M3P.pdb,pocket41_atm.pdb
205,5AB3.pdb,pocket1_atm.pdb
206,4ZIY.pdb,pocket1_atm.pdb
207,5CLB.pdb,pocket1_atm.pdb
208,1E9F.pdb,pocket2_atm.pdb
209,6WCV.pdb,pocket2_atm.pdb
210,3A15.pdb,pocket64_atm.pdb
211,5DKA.pdb,
212,2PIE.pdb,pocket1_atm.pdb
213,1BN8.pdb,
214,7ZDD.pdb,pocket2_atm.pdb
215,5BUD.pdb,
216,1WLE.pdb,pocket1_atm.pdb
217,7C1L.pdb,pocket1_atm.pdb
218,3B6H.pdb,pocket1_atm.pdb
219,6MIG.pdb,pocket1_atm.pdb
220,6OHM.pdb,pocket8_atm.pdb
221,8BJH.pdb,pocket1_atm.pdb
222,1YAR.pdb,pocket1_atm.pdb
223,5IWE.pdb,pocket14_atm.pdb
224,1LOP.pdb,pocket1_atm.pdb
225,4Z4D.pdb,pocket14_atm.pdb
226,4U9U.pdb,pocket18_atm.pdb
227,4IQL.pdb,pocket1_atm.pdb
228,2CXI.pdb,pocket4_atm.pdb
229,1CWI.pdb,
230,7K8G.pdb,pocket1_atm.pdb
231,2WAA.pdb,pocket1_atm.pdb
232,4TVE.pdb,
233,3WE5.pdb,pocket6_atm.pdb
234,2ZO1.pdb,pocket10_atm.pdb
235,4DBF.pdb,
236,5FAU.pdb,pocket122_atm.pdb
237,7D6R.pdb,pocket1_atm.pdb
238,4CZX.pdb,pocket1_atm.pdb
239,2F4M.pdb,
240,5DLD.pdb,pocket1_atm.pdb
241,6P14.pdb,
242,5SXP.pdb,
243,5KG3.pdb,pocket1_atm.pdb
244,6A8U.pdb,
245,7ETV.pdb,
246,2RCH.pdb,pocket1_atm.pdb
247,3JRV.pdb,pocket8_atm.pdb
248,4C9Z.pdb,
249,3DKM.pdb,
250,3ZL8.pdb,pocket1_atm.pdb
251,4KGD.pdb,pocket57_atm.pdb
252,7XV1.pdb,
253,3HXT.pdb,
254,5CRW.pdb,
255,1ESJ.pdb,
256,6AIK.pdb,pocket1_atm.pdb
257,4KZP.pdb,pocket1_atm.pdb
258,3SX6.pdb,pocket1_atm.pdb
259,6TH2.pdb,pocket6_atm.pdb
260,5NSE.pdb,pocket1_atm.pdb
261,7SQM.pdb,pocket1_atm.pdb
262,4YWJ.pdb,pocket1_atm.pdb
263,1B66.pdb,pocket4_atm.pdb
264,5KN8.pdb,pocket1_atm.pdb
265,5CHZ.pdb,
266,7Q06.pdb,pocket10_atm.pdb
267,7Q2I.pdb,pocket1_atm.pdb
268,3NJX.pdb,
269,2J6A.pdb,
270,7B1W.pdb,
271,6SQK.pdb,pocket1_atm.pdb
272,1A82.pdb,pocket1_atm.pdb
273,1Q7L.pdb,pocket38_atm.pdb
274,1T4F.pdb,
275,4N0H.pdb,
276,7ABT.pdb,
277,6WQ6.pdb,pocket1_atm.pdb
278,6QH4.pdb,
279,5BY5.pdb,
280,3ASL.pdb,
281,7EF9.pdb,pocket8_atm.pdb
282,6NK1.pdb,pocket11_atm.pdb
283,7S9J.pdb,pocket1_atm.pdb
284,3LSS.pdb,pocket1_atm.pdb
285,3VPD.pdb,pocket1_atm.pdb
286,4TUP.pdb,
287,8DX8.pdb,
288,4LJO.pdb,
289,2C8M.pdb,pocket1_atm.pdb
290,5VIP.pdb,pocket19_atm.pdb
291,4YFU.pdb,pocket1_atm.pdb
292,3MWX.pdb,pocket5_atm.pdb
293,7BYQ.pdb,
294,5X89.pdb,pocket31_atm.pdb
295,6A7V.pdb,pocket1_atm.pdb
296,3SMP.pdb,pocket14_atm.pdb
297,3PLX.pdb,pocket3_atm.pdb
298,5LB7.pdb,
299,6D0G.pdb,pocket1_atm.pdb
300,5C1Z.pdb,pocket1_atm.pdb
301,1MW8.pdb,pocket1_atm.pdb
302,2HR1.pdb,pocket2_atm.pdb
303,6I1S.pdb,pocket6_atm.pdb
304,4BPF.pdb,
305,2J91.pdb,pocket1_atm.pdb
306,4KXQ.pdb,pocket1_atm.pdb
307,6G0S.pdb,pocket4_atm.pdb
308,5NI9.pdb,pocket2_atm.pdb
309,1CWO.pdb,
310,3M5N.pdb,
311,3F0N.pdb,
312,8PAQ.pdb,pocket9_atm.pdb
313,6JHU.pdb,pocket3_atm.pdb
314,3NRR.pdb,
315,7M83.pdb,pocket1_atm.pdb
316,5LW3.pdb,pocket2_atm.pdb
317,5TRB.pdb,
318,5IN3.pdb,
319,4BE3.pdb,pocket2_atm.pdb
320,4ITZ.pdb,pocket1_atm.pdb
321,2Y4O.pdb,pocket2_atm.pdb
322,3DXY.pdb,pocket1_atm.pdb
323,7U7Z.pdb,pocket1_atm.pdb
324,3ZVH.pdb,pocket45_atm.pdb
325,7F3S.pdb,pocket1_atm.pdb
326,2H1U.pdb,
327,3N2A.pdb,pocket1_atm.pdb
328,4RV0.pdb,pocket46_atm.pdb
329,5DIN.pdb,pocket3_atm.pdb
330,5C5D.pdb,pocket8_atm.pdb
331,6Y2X.pdb,
332,1P1H.pdb,pocket106_atm.pdb
333,2Y43.pdb,
334,5B8I.pdb,pocket2_atm.pdb
335,4TY6.pdb,
336,4BF5.pdb,pocket8_atm.pdb
337,4PX1.pdb,pocket3_atm.pdb
338,6I9A.pdb,pocket27_atm.pdb
339,3LAZ.pdb,
340,3WNZ.pdb,pocket1_atm.pdb
341,4CIT.pdb,pocket1_atm.pdb
342,5NDY.pdb,
343,5CQ2.pdb,
344,7M0D.pdb,pocket4_atm.pdb
345,5UKV.pdb,
346,3IKW.pdb,pocket1_atm.pdb
347,6YD0.pdb,pocket22_atm.pdb
348,3HDS.pdb,pocket4_atm.pdb
349,6OTD.pdb,pocket1_atm.pdb
350,6TYU.pdb,
351,6WIC.pdb,
352,2XQ0.pdb,pocket2_atm.pdb
353,7NCZ.pdb,pocket3_atm.pdb
354,6U4Z.pdb,pocket5_atm.pdb
355,8GHO.pdb,
356,2OX4.pdb,pocket36_atm.pdb
357,3CX5.pdb,pocket12_atm.pdb
358,7SKB.pdb,pocket1_atm.pdb
359,1Q6H.pdb,pocket4_atm.pdb
360,5D9I.pdb,pocket5_atm.pdb
361,7K13.pdb,pocket2_atm.pdb
362,1N08.pdb,pocket1_atm.pdb
363,5ISW.pdb,pocket34_atm.pdb
364,7VHC.pdb,pocket21_atm.pdb
365,8V8Y.pdb,
366,7CMZ.pdb,
367,3ICI.pdb,pocket23_atm.pdb
368,4QPL.pdb,pocket3_atm.pdb
369,1VMG.pdb,pocket3_atm.pdb
370,6FBH.pdb,pocket2_atm.pdb
371,4H6B.pdb,pocket97_atm.pdb
372,4E9C.pdb,pocket2_atm.pdb
373,5KWN.pdb,
374,4B8E.pdb,pocket5_atm.pdb
375,3EEH.pdb,pocket1_atm.pdb
376,6O49.pdb,pocket6_atm.pdb
377,5VE3.pdb,pocket46_atm.pdb
378,5ECI.pdb,pocket4_atm.pdb
379,1S4I.pdb,
380,3ABF.pdb,
381,4B21.pdb,pocket1_atm.pdb
382,1S3C.pdb,
383,3RIX.pdb,pocket1_atm.pdb
384,4EHX.pdb,
385,3ZY2.pdb,
386,4IPZ.pdb,
387,3ACT.pdb,pocket1_atm.pdb
388,1EEX.pdb,pocket5_atm.pdb
389,3BDL.pdb,
390,1GQY.pdb,pocket1_atm.pdb
391,6T4V.pdb,pocket1_atm.pdb
392,1IDP.pdb,
393,8CPQ.pdb,
394,2DUJ.pdb,
395,6NUC.pdb,pocket30_atm.pdb
396,6ASD.pdb,pocket1_atm.pdb
397,3JZL.pdb,pocket1_atm.pdb
398,4DGB.pdb,
399,6TA7.pdb,
400,6R6U.pdb,pocket1_atm.pdb
401,1DY7.pdb,pocket11_atm.pdb
402,3T92.pdb,pocket1_atm.pdb
403,4NMW.pdb,pocket10_atm.pdb
404,2NSF.pdb,pocket1_atm.pdb
405,2C61.pdb,
406,5D7Z.pdb,
407,2XHI.pdb,pocket1_atm.pdb
408,1ZBI.pdb,
409,1M2T.pdb,
410,8AQA.pdb,pocket1_atm.pdb
411,4XWR.pdb,pocket13_atm.pdb
412,4G9B.pdb,pocket1_atm.pdb
413,7XX3.pdb,pocket1_atm.pdb
414,2ZW2.pdb,pocket1_atm.pdb
415,2PNY.pdb,pocket16_atm.pdb
416,3PIU.pdb,pocket6_atm.pdb
417,3FDE.pdb,pocket20_atm.pdb
418,1OI2.pdb,pocket25_atm.pdb
419,4AQL.pdb,pocket1_atm.pdb
420,5Y53.pdb,
421,3H09.pdb,pocket21_atm.pdb
422,4P04.pdb,pocket1_atm.pdb
423,6WJ7.pdb,pocket1_atm.pdb
424,3ZTW.pdb,
425,6KME.pdb,pocket1_atm.pdb
426,4N4J.pdb,
427,7L2A.pdb,pocket1_atm.pdb
428,4XZJ.pdb,pocket2_atm.pdb
429,4K45.pdb,pocket2_atm.pdb
430,2HTA.pdb,pocket1_atm.pdb
431,6DUB.pdb,pocket2_atm.pdb
432,4YCB.pdb,pocket7_atm.pdb
433,6F4R.pdb,pocket9_atm.pdb
434,3CIN.pdb,pocket22_atm.pdb
435,1D8W.pdb,pocket7_atm.pdb
436,2Z6O.pdb,
437,6QS1.pdb,pocket1_atm.pdb
438,8AFU.pdb,
439,5XIL.pdb,
440,8YZO.pdb,
441,2WCU.pdb,pocket1_atm.pdb
442,6DAO.pdb,pocket35_atm.pdb
443,2XTS.pdb,pocket16_atm.pdb
444,3A04.pdb,pocket16_atm.pdb
445,4ODN.pdb,pocket6_atm.pdb
446,1K3I.pdb,
447,3TIW.pdb,
448,3S1T.pdb,pocket12_atm.pdb
449,8EDJ.pdb,pocket6_atm.pdb
450,1UJK.pdb,
451,3GLR.pdb,pocket17_atm.pdb
452,3DO6.pdb,pocket23_atm.pdb
453,3QXC.pdb,pocket5_atm.pdb
454,6ERO.pdb,
455,3IGZ.pdb,
456,8SG0.pdb,pocket1_atm.pdb
457,6NKU.pdb,pocket1_atm.pdb
458,7DDM.pdb,pocket1_atm.pdb
459,3S4K.pdb,pocket1_atm.pdb
460,6FTO.pdb,pocket1_atm.pdb
461,5ZJB.pdb,pocket1_atm.pdb
462,4IGK.pdb,pocket25_atm.pdb
463,4BND.pdb,pocket6_atm.pdb
464,2FWE.pdb,
465,6HXG.pdb,pocket7_atm.pdb
466,5WKW.pdb,pocket18_atm.pdb
467,2UW1.pdb,pocket1_atm.pdb
468,1R4P.pdb,pocket10_atm.pdb
469,4MB0.pdb,
470,1UNF.pdb,
471,6IX2.pdb,pocket8_atm.pdb
472,5NH4.pdb,pocket1_atm.pdb
473,5IGO.pdb,
474,1CWF.pdb,pocket6_atm.pdb
475,6IX5.pdb,pocket1_atm.pdb
476,2IUW.pdb,
477,3TJR.pdb,pocket1_atm.pdb
478,5JHE.pdb,
479,1TJE.pdb,
480,1X13.pdb,
481,4D3D.pdb,
482,6WVH.pdb,pocket59_atm.pdb
483,5ELN.pdb,pocket1_atm.pdb
484,6LKI.pdb,pocket2_atm.pdb
485,6ILD.pdb,pocket1_atm.pdb
486,1PYM.pdb,pocket43_atm.pdb
487,2JFN.pdb,pocket8_atm.pdb
488,1HFE.pdb,pocket50_atm.pdb
489,1WMH.pdb,
490,5XLX.pdb,pocket17_atm.pdb
491,4K39.pdb,pocket15_atm.pdb
492,1PYQ.pdb,pocket10_atm.pdb
493,5X9I.pdb,pocket2_atm.pdb
494,3D2Y.pdb,pocket6_atm.pdb
495,7N8E.pdb,pocket1_atm.pdb
496,3E46.pdb,
497,4KAE.pdb,pocket1_atm.pdb
498,3APT.pdb,pocket30_atm.pdb
499,6DJT.pdb,pocket12_atm.pdb
500,1I7Q.pdb,pocket1_atm.pdb
501,3PT3.pdb,
502,6MYQ.pdb,
503,2XGY.pdb,pocket1_atm.pdb
504,7AD2.pdb,
505,7KNF.pdb,pocket6_atm.pdb
506,6E43.pdb,pocket1_atm.pdb
507,3HGL.pdb,pocket4_atm.pdb
508,6T1U.pdb,pocket2_atm.pdb
509,7U7R.pdb,pocket1_atm.pdb
510,6TZM.pdb,pocket4_atm.pdb
511,2OPJ.pdb,pocket3_atm.pdb
512,7B7Z.pdb,pocket3_atm.pdb
513,1AMU.pdb,pocket58_atm.pdb
514,3RGA.pdb,pocket1_atm.pdb
515,4BMX.pdb,pocket1_atm.pdb
516,4ML1.pdb,
517,6S4A.pdb,pocket1_atm.pdb
518,1ESG.pdb,
519,2I56.pdb,pocket6_atm.pdb
520,3KGD.pdb,pocket50_atm.pdb
521,1ZPS.pdb,pocket2_atm.pdb
522,1Z45.pdb,
523,3MQR.pdb,
524,1KQF.pdb,pocket1_atm.pdb
525,7AL7.pdb,pocket9_atm.pdb
526,2PA7.pdb,pocket2_atm.pdb
527,5NFU.pdb,pocket4_atm.pdb
528,8J79.pdb,pocket146_atm.pdb
529,7OYQ.pdb,pocket1_atm.pdb
530,2Q8N.pdb,pocket1_atm.pdb
531,7ACW.pdb,
532,3Q47.pdb,
533,6FXW.pdb,pocket1_atm.pdb
534,5VYR.pdb,pocket2_atm.pdb
535,5V1G.pdb,pocket21_atm.pdb
536,8PPZ.pdb,pocket1_atm.pdb
537,7M7O.pdb,pocket1_atm.pdb
538,7OYM.pdb,pocket1_atm.pdb
539,8P8X.pdb,pocket1_atm.pdb
540,8RMW.pdb,pocket2_atm.pdb
541,4AYC.pdb,
542,3KEP.pdb,pocket1_atm.pdb
543,4NY3.pdb,pocket1_atm.pdb
544,3QK2.pdb,pocket1_atm.pdb
545,5TDD.pdb,
546,4LXL.pdb,pocket4_atm.pdb
547,6YCH.pdb,pocket3_atm.pdb
548,8CI9.pdb,pocket6_atm.pdb
549,3QVS.pdb,
550,3MDF.pdb,
551,7YZ9.pdb,
552,1WKA.pdb,
553,5EFN.pdb,pocket3_atm.pdb
554,7M7T.pdb,pocket1_atm.pdb
555,6VZU.pdb,pocket2_atm.pdb
556,3Q49.pdb,
557,4MIX.pdb,pocket31_atm.pdb
558,2QRJ.pdb,
559,2FVJ.pdb,pocket1_atm.pdb
560,4I9J.pdb,
561,4AE0.pdb,
562,3PH9.pdb,
563,3Q4A.pdb,pocket3_atm.pdb
564,7YK9.pdb,pocket1_atm.pdb
565,3LQ2.pdb,pocket2_atm.pdb
566,3OUG.pdb,pocket2_atm.pdb
567,5JNM.pdb,pocket1_atm.pdb
568,5HRU.pdb,
569,6GMO.pdb,pocket2_atm.pdb
570,4AMW.pdb,pocket2_atm.pdb
571,8POU.pdb,pocket3_atm.pdb
572,5CL3.pdb,pocket6_atm.pdb
573,5KFZ.pdb,pocket1_atm.pdb
574,6RXM.pdb,pocket59_atm.pdb
575,2I0K.pdb,pocket4_atm.pdb
576,4ZZ1.pdb,pocket1_atm.pdb
577,6VO6.pdb,pocket3_atm.pdb
578,2VLB.pdb,pocket51_atm.pdb
579,7U7G.pdb,pocket1_atm.pdb
580,4PK3.pdb,pocket1_atm.pdb
581,7LRH.pdb,pocket1_atm.pdb
582,4TY0.pdb,pocket1_atm.pdb
583,3EJX.pdb,pocket1_atm.pdb
584,4YK5.pdb,
585,4CZN.pdb,pocket5_atm.pdb
586,5F8T.pdb,pocket1_atm.pdb
587,8BHC.pdb,pocket12_atm.pdb
588,4ELY.pdb,pocket11_atm.pdb
589,2VVM.pdb,pocket46_atm.pdb
590,4JJ9.pdb,pocket1_atm.pdb
591,4JQU.pdb,pocket4_atm.pdb
592,6F9Q.pdb,pocket19_atm.pdb
593,2B61.pdb,pocket1_atm.pdb
594,4TR3.pdb,
595,6BOQ.pdb,pocket1_atm.pdb
596,6Z01.pdb,
597,1EJB.pdb,pocket1_atm.pdb
598,5XAQ.pdb,
599,1RW9.pdb,pocket2_atm.pdb
600,3WKF.pdb,
601,6GQ3.pdb,pocket17_atm.pdb
602,1I2T.pdb,
603,2I5D.pdb,
604,5EPC.pdb,
605,5B3P.pdb,
606,2HI4.pdb,pocket1_atm.pdb
607,6HG2.pdb,pocket1_atm.pdb
608,3NGV.pdb,pocket2_atm.pdb
609,3KV1.pdb,pocket8_atm.pdb
610,3MHS.pdb,pocket30_atm.pdb
611,3D8N.pdb,pocket2_atm.pdb
612,3MR5.pdb,pocket1_atm.pdb
613,4DWR.pdb,pocket5_atm.pdb
614,3RSS.pdb,pocket1_atm.pdb
615,7TL8.pdb,
616,4JPX.pdb,pocket1_atm.pdb
617,4XKZ.pdb,pocket1_atm.pdb
618,1V5I.pdb,pocket1_atm.pdb
619,4LIX.pdb,pocket13_atm.pdb
620,6WI7.pdb,
621,3SXW.pdb,
622,3VKJ.pdb,pocket1_atm.pdb
623,4YUS.pdb,pocket1_atm.pdb
624,2JB8.pdb,pocket1_atm.pdb
625,1EMH.pdb,pocket2_atm.pdb
626,6VR8.pdb,
627,5TO1.pdb,
628,4J2A.pdb,pocket1_atm.pdb
629,4NCR.pdb,pocket1_atm.pdb
630,2Y69.pdb,pocket6_atm.pdb
631,3OJ0.pdb,
632,6HJF.pdb,pocket7_atm.pdb
633,6KFN.pdb,pocket7_atm.pdb
634,8CV8.pdb,pocket1_atm.pdb
635,5HSV.pdb,pocket34_atm.pdb
636,7ROR.pdb,pocket1_atm.pdb
637,4I68.pdb,pocket4_atm.pdb
638,5B7G.pdb,pocket1_atm.pdb
639,2X3H.pdb,
640,2J6Y.pdb,
641,6UUX.pdb,pocket1_atm.pdb
642,4J44.pdb,
643,4S02.pdb,
644,5ELL.pdb,
645,3LIJ.pdb,pocket2_atm.pdb
646,4EUN.pdb,pocket2_atm.pdb
647,3R5A.pdb,pocket86_atm.pdb
648,6NLQ.pdb,
649,3SIW.pdb,pocket5_atm.pdb
650,3IUX.pdb,pocket8_atm.pdb
651,6MSN.pdb,pocket16_atm.pdb
652,5D51.pdb,pocket38_atm.pdb
653,1KRH.pdb,pocket44_atm.pdb
654,4FJU.pdb,pocket1_atm.pdb
655,4DK2.pdb,
656,3M31.pdb,pocket2_atm.pdb
657,5E1M.pdb,pocket14_atm.pdb
658,6KXH.pdb,pocket1_atm.pdb
659,1I7K.pdb,
660,3RUX.pdb,
661,7A4U.pdb,pocket33_atm.pdb
662,6AO8.pdb,pocket25_atm.pdb
663,5CTV.pdb,pocket2_atm.pdb
664,5J0F.pdb,pocket1_atm.pdb
665,8JFH.pdb,pocket13_atm.pdb
666,7U7L.pdb,pocket1_atm.pdb
667,6ZSL.pdb,pocket37_atm.pdb
668,1XU5.pdb,pocket3_atm.pdb
669,4LFK.pdb,
670,6EMS.pdb,
671,4GC5.pdb,
672,2HRA.pdb,
673,2XWS.pdb,
674,3CB0.pdb,pocket1_atm.pdb
675,3HPS.pdb,pocket1_atm.pdb
676,3MB8.pdb,pocket1_atm.pdb
677,2APO.pdb,pocket2_atm.pdb
678,7U7K.pdb,pocket12_atm.pdb
679,3BVE.pdb,pocket4_atm.pdb
680,3O0N.pdb,pocket3_atm.pdb
681,6K8C.pdb,pocket1_atm.pdb
682,5M4B.pdb,pocket1_atm.pdb
683,6UEL.pdb,pocket134_atm.pdb
684,1UIX.pdb,
685,5FLJ.pdb,pocket5_atm.pdb
686,5TPR.pdb,pocket1_atm.pdb
687,2JLP.pdb,pocket2_atm.pdb
688,5J3T.pdb,pocket3_atm.pdb
689,5OHG.pdb,pocket2_atm.pdb
690,3BA1.pdb,
691,2FCO.pdb,pocket4_atm.pdb
692,3QZB.pdb,
693,1MRO.pdb,pocket123_atm.pdb
694,2XED.pdb,pocket1_atm.pdb
695,6HC8.pdb,
696,4Q0P.pdb,
697,7PK0.pdb,pocket1_atm.pdb
698,2C3F.pdb,
699,5EWG.pdb,pocket1_atm.pdb
700,3ZOQ.pdb,pocket1_atm.pdb
701,3GV4.pdb,
702,6L3F.pdb,
703,5JXZ.pdb,pocket1_atm.pdb
704,6XKG.pdb,pocket5_atm.pdb
705,4KRX.pdb,pocket1_atm.pdb
706,4LQW.pdb,
707,3QPB.pdb,pocket11_atm.pdb
708,3SOU.pdb,
709,7ETU.pdb,
710,5X2L.pdb,pocket2_atm.pdb
711,6KWQ.pdb,pocket2_atm.pdb
712,5V26.pdb,
713,4P09.pdb,
714,4RZ4.pdb,pocket3_atm.pdb
715,3U28.pdb,
716,1RYP.pdb,
717,5N9Z.pdb,pocket7_atm.pdb
